SP2T 10m SI - CAY2 - 33110 sn:33110 Sonde standard_33110_20220602_163303_H23cm.txt
Cadence d'enregistrement	0,5	s 
  VOIE:1 Profondeur 10m Unité=m
0,025	20/05/2022	09:52:07:440
0,025	20/05/2022	09:52:07:940
0,025	20/05/2022	09:52:08:440
0,025	20/05/2022	09:52:08:940
0,025	20/05/2022	09:52:09:440
0,025	20/05/2022	09:52:09:940
0,025	20/05/2022	09:52:10:440
0,028	20/05/2022	09:52:10:940
0,028	20/05/2022	09:52:11:440
0,028	20/05/2022	09:52:11:940
0,028	20/05/2022	09:52:12:440
0,028	20/05/2022	09:52:12:940
0,028	20/05/2022	09:52:13:440
0,028	20/05/2022	09:52:13:940
0,028	20/05/2022	09:52:14:440
0,028	20/05/2022	09:52:14:940
0,028	20/05/2022	09:52:15:440
0,034	20/05/2022	09:52:15:940
0,034	20/05/2022	09:52:16:440
0,034	20/05/2022	09:52:16:940
0,034	20/05/2022	09:52:17:440
0,034	20/05/2022	09:52:17:940
0,034	20/05/2022	09:52:18:440
0,034	20/05/2022	09:52:18:940
0,034	20/05/2022	09:52:19:440
0,034	20/05/2022	09:52:19:940
0,034	20/05/2022	09:52:20:440
0,034	20/05/2022	09:52:20:940
0,034	20/05/2022	09:52:21:440
0,034	20/05/2022	09:52:21:940
0,031	20/05/2022	09:52:22:440
0,031	20/05/2022	09:52:22:940
0,031	20/05/2022	09:52:23:440
0,031	20/05/2022	09:52:23:940
0,031	20/05/2022	09:52:24:440
0,031	20/05/2022	09:52:24:940
0,031	20/05/2022	09:52:25:440
0,031	20/05/2022	09:52:25:940
0,031	20/05/2022	09:52:26:440
0,031	20/05/2022	09:52:26:940
0,031	20/05/2022	09:52:27:440
0,031	20/05/2022	09:52:27:940
0,031	20/05/2022	09:52:28:440
0,031	20/05/2022	09:52:28:940
0,031	20/05/2022	09:52:29:440
0,031	20/05/2022	09:52:29:940
0,031	20/05/2022	09:52:30:440
0,031	20/05/2022	09:52:30:940
0,031	20/05/2022	09:52:31:440
0,031	20/05/2022	09:52:31:940
0,031	20/05/2022	09:52:32:440
0,031	20/05/2022	09:52:32:940
0,031	20/05/2022	09:52:33:440
0,031	20/05/2022	09:52:33:940
0,031	20/05/2022	09:52:34:440
0,031	20/05/2022	09:52:34:940
0,031	20/05/2022	09:52:35:440
0,031	20/05/2022	09:52:35:940
0,031	20/05/2022	09:52:36:440
0,031	20/05/2022	09:52:36:940
0,031	20/05/2022	09:52:37:440
0,031	20/05/2022	09:52:37:940
0,031	20/05/2022	09:52:38:440
0,031	20/05/2022	09:52:38:940
0,031	20/05/2022	09:52:39:440
0,031	20/05/2022	09:52:39:940
0,031	20/05/2022	09:52:40:440
0,031	20/05/2022	09:52:40:940
0,031	20/05/2022	09:52:41:440
0,031	20/05/2022	09:52:41:940
0,031	20/05/2022	09:52:42:440
0,031	20/05/2022	09:52:42:940
0,031	20/05/2022	09:52:43:440
0,031	20/05/2022	09:52:43:940
0,031	20/05/2022	09:52:44:440
0,031	20/05/2022	09:52:44:940
0,031	20/05/2022	09:52:45:440
0,031	20/05/2022	09:52:45:940
0,031	20/05/2022	09:52:46:440
0,031	20/05/2022	09:52:46:940
0,031	20/05/2022	09:52:47:440
0,031	20/05/2022	09:52:47:940
0,031	20/05/2022	09:52:48:440
0,031	20/05/2022	09:52:48:940
0,031	20/05/2022	09:52:49:440
0,031	20/05/2022	09:52:49:940
0,031	20/05/2022	09:52:50:440
0,031	20/05/2022	09:52:50:940
0,031	20/05/2022	09:52:51:440
0,031	20/05/2022	09:52:51:940
0,031	20/05/2022	09:52:52:440
0,031	20/05/2022	09:52:52:940
0,031	20/05/2022	09:52:53:440
0,031	20/05/2022	09:52:53:940
0,031	20/05/2022	09:52:54:440
0,031	20/05/2022	09:52:54:940
0,031	20/05/2022	09:52:55:440
0,031	20/05/2022	09:52:55:940
0,031	20/05/2022	09:52:56:440
0,031	20/05/2022	09:52:56:940
0,031	20/05/2022	09:52:57:440
0,031	20/05/2022	09:52:57:940
0,031	20/05/2022	09:52:58:440
0,031	20/05/2022	09:52:58:940
0,031	20/05/2022	09:52:59:440
0,031	20/05/2022	09:52:59:940
0,031	20/05/2022	09:53:00:440
0,031	20/05/2022	09:53:00:940
0,031	20/05/2022	09:53:01:440
0,031	20/05/2022	09:53:01:940
0,031	20/05/2022	09:53:02:440
0,031	20/05/2022	09:53:02:940
0,031	20/05/2022	09:53:03:440
0,031	20/05/2022	09:53:03:940
0,031	20/05/2022	09:53:04:440
0,031	20/05/2022	09:53:04:940
0,037	20/05/2022	09:53:05:440
0,037	20/05/2022	09:53:05:940
0,037	20/05/2022	09:53:06:440
0,037	20/05/2022	09:53:06:940
0,037	20/05/2022	09:53:07:440
0,037	20/05/2022	09:53:07:940
0,037	20/05/2022	09:53:08:440
0,037	20/05/2022	09:53:08:940
0,037	20/05/2022	09:53:09:440
0,037	20/05/2022	09:53:09:940
0,037	20/05/2022	09:53:10:440
0,037	20/05/2022	09:53:10:940
0,037	20/05/2022	09:53:11:440
0,037	20/05/2022	09:53:11:940
0,037	20/05/2022	09:53:12:440
0,037	20/05/2022	09:53:12:940
0,037	20/05/2022	09:53:13:440
0,037	20/05/2022	09:53:13:940
0,037	20/05/2022	09:53:14:440
0,040	20/05/2022	09:53:14:940
0,040	20/05/2022	09:53:15:440
0,040	20/05/2022	09:53:15:940
0,040	20/05/2022	09:53:16:440
0,040	20/05/2022	09:53:16:940
0,040	20/05/2022	09:53:17:440
0,040	20/05/2022	09:53:17:940
0,040	20/05/2022	09:53:18:440
0,040	20/05/2022	09:53:18:940
0,040	20/05/2022	09:53:19:440
0,040	20/05/2022	09:53:19:940
0,040	20/05/2022	09:53:20:440
0,040	20/05/2022	09:53:20:940
0,040	20/05/2022	09:53:21:440
0,040	20/05/2022	09:53:21:940
0,040	20/05/2022	09:53:22:440
0,040	20/05/2022	09:53:22:940
0,040	20/05/2022	09:53:23:440
0,040	20/05/2022	09:53:23:940
0,040	20/05/2022	09:53:24:440
0,046	20/05/2022	09:53:24:940
0,046	20/05/2022	09:53:25:440
0,046	20/05/2022	09:53:25:940
0,046	20/05/2022	09:53:26:440
0,046	20/05/2022	09:53:26:940
0,049	20/05/2022	09:53:27:440
0,049	20/05/2022	09:53:27:940
0,049	20/05/2022	09:53:28:440
0,049	20/05/2022	09:53:28:940
0,049	20/05/2022	09:53:29:440
0,049	20/05/2022	09:53:29:940
0,055	20/05/2022	09:53:30:440
0,055	20/05/2022	09:53:30:940
0,055	20/05/2022	09:53:31:440
0,055	20/05/2022	09:53:31:940
0,055	20/05/2022	09:53:32:440
0,055	20/05/2022	09:53:32:940
0,055	20/05/2022	09:53:33:440
0,055	20/05/2022	09:53:33:940
0,055	20/05/2022	09:53:34:440
0,049	20/05/2022	09:53:34:940
0,049	20/05/2022	09:53:35:440
0,049	20/05/2022	09:53:35:940
0,049	20/05/2022	09:53:36:440
0,049	20/05/2022	09:53:36:940
0,049	20/05/2022	09:53:37:440
0,049	20/05/2022	09:53:37:940
0,049	20/05/2022	09:53:38:440
0,049	20/05/2022	09:53:38:940
0,049	20/05/2022	09:53:39:440
0,049	20/05/2022	09:53:39:940
0,049	20/05/2022	09:53:40:440
0,049	20/05/2022	09:53:40:940
0,049	20/05/2022	09:53:41:440
0,049	20/05/2022	09:53:41:940
0,049	20/05/2022	09:53:42:440
0,049	20/05/2022	09:53:42:940
0,055	20/05/2022	09:53:43:440
0,055	20/05/2022	09:53:43:940
0,055	20/05/2022	09:53:44:440
0,055	20/05/2022	09:53:44:940
0,055	20/05/2022	09:53:45:440
0,055	20/05/2022	09:53:45:940
0,055	20/05/2022	09:53:46:440
0,055	20/05/2022	09:53:46:940
0,055	20/05/2022	09:53:47:440
0,052	20/05/2022	09:53:47:940
0,052	20/05/2022	09:53:48:440
0,046	20/05/2022	09:53:48:940
0,046	20/05/2022	09:53:49:440
0,046	20/05/2022	09:53:49:940
0,046	20/05/2022	09:53:50:440
0,046	20/05/2022	09:53:50:940
0,046	20/05/2022	09:53:51:440
0,046	20/05/2022	09:53:51:940
0,046	20/05/2022	09:53:52:440
0,046	20/05/2022	09:53:52:940
0,046	20/05/2022	09:53:53:440
0,046	20/05/2022	09:53:53:940
0,046	20/05/2022	09:53:54:440
0,049	20/05/2022	09:53:54:940
0,049	20/05/2022	09:53:55:440
0,049	20/05/2022	09:53:55:940
0,049	20/05/2022	09:53:56:440
0,049	20/05/2022	09:53:56:940
0,049	20/05/2022	09:53:57:440
0,049	20/05/2022	09:53:57:940
0,049	20/05/2022	09:53:58:440
0,049	20/05/2022	09:53:58:940
0,049	20/05/2022	09:53:59:440
0,049	20/05/2022	09:53:59:940
0,049	20/05/2022	09:54:00:440
0,049	20/05/2022	09:54:00:940
0,049	20/05/2022	09:54:01:440
0,052	20/05/2022	09:54:01:940
0,052	20/05/2022	09:54:02:440
0,052	20/05/2022	09:54:02:940
0,055	20/05/2022	09:54:03:440
0,055	20/05/2022	09:54:03:940
0,055	20/05/2022	09:54:04:440
0,055	20/05/2022	09:54:04:940
0,055	20/05/2022	09:54:05:440
0,055	20/05/2022	09:54:05:940
0,055	20/05/2022	09:54:06:440
0,055	20/05/2022	09:54:06:940
0,055	20/05/2022	09:54:07:440
0,055	20/05/2022	09:54:07:940
0,058	20/05/2022	09:54:08:440
0,058	20/05/2022	09:54:08:940
0,058	20/05/2022	09:54:09:440
0,058	20/05/2022	09:54:09:940
0,058	20/05/2022	09:54:10:440
0,058	20/05/2022	09:54:10:940
0,058	20/05/2022	09:54:11:440
0,058	20/05/2022	09:54:11:940
0,058	20/05/2022	09:54:12:440
0,058	20/05/2022	09:54:12:940
0,058	20/05/2022	09:54:13:440
0,058	20/05/2022	09:54:13:940
0,058	20/05/2022	09:54:14:440
0,058	20/05/2022	09:54:14:940
0,058	20/05/2022	09:54:15:440
0,058	20/05/2022	09:54:15:940
0,058	20/05/2022	09:54:16:440
0,058	20/05/2022	09:54:16:940
0,058	20/05/2022	09:54:17:440
0,058	20/05/2022	09:54:17:940
0,058	20/05/2022	09:54:18:440
0,058	20/05/2022	09:54:18:940
0,058	20/05/2022	09:54:19:440
0,058	20/05/2022	09:54:19:940
0,058	20/05/2022	09:54:20:440
0,058	20/05/2022	09:54:20:940
0,058	20/05/2022	09:54:21:440
0,058	20/05/2022	09:54:21:940
0,058	20/05/2022	09:54:22:440
0,058	20/05/2022	09:54:22:940
0,058	20/05/2022	09:54:23:440
0,058	20/05/2022	09:54:23:940
0,058	20/05/2022	09:54:24:440
0,058	20/05/2022	09:54:24:940
0,058	20/05/2022	09:54:25:440
0,058	20/05/2022	09:54:25:940
0,058	20/05/2022	09:54:26:440
0,058	20/05/2022	09:54:26:940
0,058	20/05/2022	09:54:27:440
0,058	20/05/2022	09:54:27:940
0,058	20/05/2022	09:54:28:440
0,058	20/05/2022	09:54:28:940
0,058	20/05/2022	09:54:29:440
0,058	20/05/2022	09:54:29:940
0,058	20/05/2022	09:54:30:440
0,052	20/05/2022	09:54:30:940
0,052	20/05/2022	09:54:31:440
0,052	20/05/2022	09:54:31:940
0,052	20/05/2022	09:54:32:440
0,052	20/05/2022	09:54:32:940
0,052	20/05/2022	09:54:33:440
0,052	20/05/2022	09:54:33:940
0,052	20/05/2022	09:54:34:440
0,052	20/05/2022	09:54:34:940
0,052	20/05/2022	09:54:35:440
0,052	20/05/2022	09:54:35:940
0,052	20/05/2022	09:54:36:440
0,052	20/05/2022	09:54:36:940
0,052	20/05/2022	09:54:37:440
0,052	20/05/2022	09:54:37:940
0,052	20/05/2022	09:54:38:440
0,052	20/05/2022	09:54:38:940
0,052	20/05/2022	09:54:39:440
0,052	20/05/2022	09:54:39:940
0,052	20/05/2022	09:54:40:440
0,052	20/05/2022	09:54:40:940
0,052	20/05/2022	09:54:41:440
0,052	20/05/2022	09:54:41:940
0,052	20/05/2022	09:54:42:440
0,052	20/05/2022	09:54:42:940
0,052	20/05/2022	09:54:43:440
0,055	20/05/2022	09:54:43:940
0,055	20/05/2022	09:54:44:440
0,058	20/05/2022	09:54:44:940
0,058	20/05/2022	09:54:45:440
0,058	20/05/2022	09:54:45:940
0,058	20/05/2022	09:54:46:440
0,058	20/05/2022	09:54:46:940
0,058	20/05/2022	09:54:47:440
0,058	20/05/2022	09:54:47:940
0,058	20/05/2022	09:54:48:440
0,058	20/05/2022	09:54:48:940
0,058	20/05/2022	09:54:49:440
0,058	20/05/2022	09:54:49:940
0,058	20/05/2022	09:54:50:440
0,058	20/05/2022	09:54:50:940
0,058	20/05/2022	09:54:51:440
0,058	20/05/2022	09:54:51:940
0,058	20/05/2022	09:54:52:440
0,058	20/05/2022	09:54:52:940
0,058	20/05/2022	09:54:53:440
0,058	20/05/2022	09:54:53:940
0,058	20/05/2022	09:54:54:440
0,061	20/05/2022	09:54:54:940
0,061	20/05/2022	09:54:55:440
0,061	20/05/2022	09:54:55:940
0,061	20/05/2022	09:54:56:440
0,061	20/05/2022	09:54:56:940
0,061	20/05/2022	09:54:57:440
0,061	20/05/2022	09:54:57:940
0,061	20/05/2022	09:54:58:440
0,061	20/05/2022	09:54:58:940
0,061	20/05/2022	09:54:59:440
0,061	20/05/2022	09:54:59:940
0,061	20/05/2022	09:55:00:440
0,061	20/05/2022	09:55:00:940
0,061	20/05/2022	09:55:01:440
0,061	20/05/2022	09:55:01:940
0,061	20/05/2022	09:55:02:440
0,061	20/05/2022	09:55:02:940
0,061	20/05/2022	09:55:03:440
0,061	20/05/2022	09:55:03:940
0,061	20/05/2022	09:55:04:440
0,061	20/05/2022	09:55:04:940
0,061	20/05/2022	09:55:05:440
0,061	20/05/2022	09:55:05:940
0,061	20/05/2022	09:55:06:440
0,061	20/05/2022	09:55:06:940
0,061	20/05/2022	09:55:07:440
0,061	20/05/2022	09:55:07:940
0,061	20/05/2022	09:55:08:440
0,061	20/05/2022	09:55:08:940
0,061	20/05/2022	09:55:09:440
0,061	20/05/2022	09:55:09:940
0,061	20/05/2022	09:55:10:440
0,061	20/05/2022	09:55:10:940
0,061	20/05/2022	09:55:11:440
0,061	20/05/2022	09:55:11:940
0,061	20/05/2022	09:55:12:440
0,061	20/05/2022	09:55:12:940
0,061	20/05/2022	09:55:13:440
0,061	20/05/2022	09:55:13:940
0,061	20/05/2022	09:55:14:440
0,061	20/05/2022	09:55:14:940
0,061	20/05/2022	09:55:15:440
0,061	20/05/2022	09:55:15:940
0,061	20/05/2022	09:55:16:440
0,061	20/05/2022	09:55:16:940
0,061	20/05/2022	09:55:17:440
0,061	20/05/2022	09:55:17:940
0,061	20/05/2022	09:55:18:440
0,061	20/05/2022	09:55:18:940
0,061	20/05/2022	09:55:19:440
0,061	20/05/2022	09:55:19:940
0,061	20/05/2022	09:55:20:440
0,061	20/05/2022	09:55:20:940
0,061	20/05/2022	09:55:21:440
0,061	20/05/2022	09:55:21:940
0,061	20/05/2022	09:55:22:440
0,061	20/05/2022	09:55:22:940
0,061	20/05/2022	09:55:23:440
0,061	20/05/2022	09:55:23:940
0,061	20/05/2022	09:55:24:440
0,061	20/05/2022	09:55:24:940
0,061	20/05/2022	09:55:25:440
0,061	20/05/2022	09:55:25:940
0,061	20/05/2022	09:55:26:440
0,061	20/05/2022	09:55:26:940
0,061	20/05/2022	09:55:27:440
0,061	20/05/2022	09:55:27:940
0,061	20/05/2022	09:55:28:440
0,061	20/05/2022	09:55:28:940
0,061	20/05/2022	09:55:29:440
0,061	20/05/2022	09:55:29:940
0,061	20/05/2022	09:55:30:440
0,061	20/05/2022	09:55:30:940
0,061	20/05/2022	09:55:31:440
0,061	20/05/2022	09:55:31:940
0,058	20/05/2022	09:55:32:440
0,058	20/05/2022	09:55:32:940
0,058	20/05/2022	09:55:33:440
0,058	20/05/2022	09:55:33:940
0,058	20/05/2022	09:55:34:440
0,058	20/05/2022	09:55:34:940
0,058	20/05/2022	09:55:35:440
0,058	20/05/2022	09:55:35:940
0,058	20/05/2022	09:55:36:440
0,058	20/05/2022	09:55:36:940
0,058	20/05/2022	09:55:37:440
0,058	20/05/2022	09:55:37:940
0,058	20/05/2022	09:55:38:440
0,058	20/05/2022	09:55:38:940
0,058	20/05/2022	09:55:39:440
0,058	20/05/2022	09:55:39:940
0,058	20/05/2022	09:55:40:440
0,058	20/05/2022	09:55:40:940
0,058	20/05/2022	09:55:41:440
0,058	20/05/2022	09:55:41:940
0,058	20/05/2022	09:55:42:440
0,058	20/05/2022	09:55:42:940
0,058	20/05/2022	09:55:43:440
0,058	20/05/2022	09:55:43:940
0,058	20/05/2022	09:55:44:440
0,058	20/05/2022	09:55:44:940
0,058	20/05/2022	09:55:45:440
0,058	20/05/2022	09:55:45:940
0,058	20/05/2022	09:55:46:440
0,058	20/05/2022	09:55:46:940
0,058	20/05/2022	09:55:47:440
0,058	20/05/2022	09:55:47:940
0,058	20/05/2022	09:55:48:440
0,058	20/05/2022	09:55:48:940
0,058	20/05/2022	09:55:49:440
0,058	20/05/2022	09:55:49:940
0,058	20/05/2022	09:55:50:440
0,058	20/05/2022	09:55:50:940
0,058	20/05/2022	09:55:51:440
0,058	20/05/2022	09:55:51:940
0,058	20/05/2022	09:55:52:440
0,058	20/05/2022	09:55:52:940
0,058	20/05/2022	09:55:53:440
0,058	20/05/2022	09:55:53:940
0,058	20/05/2022	09:55:54:440
0,058	20/05/2022	09:55:54:940
0,058	20/05/2022	09:55:55:440
0,058	20/05/2022	09:55:55:940
0,058	20/05/2022	09:55:56:440
0,058	20/05/2022	09:55:56:940
0,058	20/05/2022	09:55:57:440
0,058	20/05/2022	09:55:57:940
0,058	20/05/2022	09:55:58:440
0,058	20/05/2022	09:55:58:940
0,058	20/05/2022	09:55:59:440
0,058	20/05/2022	09:55:59:940
0,058	20/05/2022	09:56:00:440
0,058	20/05/2022	09:56:00:940
0,058	20/05/2022	09:56:01:440
0,058	20/05/2022	09:56:01:940
0,058	20/05/2022	09:56:02:440
0,058	20/05/2022	09:56:02:940
0,058	20/05/2022	09:56:03:440
0,058	20/05/2022	09:56:03:940
0,058	20/05/2022	09:56:04:440
0,058	20/05/2022	09:56:04:940
0,058	20/05/2022	09:56:05:440
0,058	20/05/2022	09:56:05:940
0,058	20/05/2022	09:56:06:440
0,055	20/05/2022	09:56:06:940
0,055	20/05/2022	09:56:07:440
0,055	20/05/2022	09:56:07:940
0,055	20/05/2022	09:56:08:440
0,055	20/05/2022	09:56:08:940
0,055	20/05/2022	09:56:09:440
0,055	20/05/2022	09:56:09:940
0,055	20/05/2022	09:56:10:440
0,055	20/05/2022	09:56:10:940
0,055	20/05/2022	09:56:11:440
0,061	20/05/2022	09:56:11:940
0,061	20/05/2022	09:56:12:440
0,061	20/05/2022	09:56:12:940
0,061	20/05/2022	09:56:13:440
0,061	20/05/2022	09:56:13:940
0,061	20/05/2022	09:56:14:440
0,061	20/05/2022	09:56:14:940
0,061	20/05/2022	09:56:15:440
0,061	20/05/2022	09:56:15:940
0,061	20/05/2022	09:56:16:440
0,055	20/05/2022	09:56:16:940
0,055	20/05/2022	09:56:17:440
0,055	20/05/2022	09:56:17:940
0,055	20/05/2022	09:56:18:440
0,055	20/05/2022	09:56:18:940
0,055	20/05/2022	09:56:19:440
0,055	20/05/2022	09:56:19:940
0,055	20/05/2022	09:56:20:440
0,055	20/05/2022	09:56:20:940
0,055	20/05/2022	09:56:21:440
0,055	20/05/2022	09:56:21:940
0,055	20/05/2022	09:56:22:440
0,055	20/05/2022	09:56:22:940
0,055	20/05/2022	09:56:23:440
0,055	20/05/2022	09:56:23:940
0,055	20/05/2022	09:56:24:440
0,055	20/05/2022	09:56:24:940
0,055	20/05/2022	09:56:25:440
0,055	20/05/2022	09:56:25:940
0,055	20/05/2022	09:56:26:440
0,055	20/05/2022	09:56:26:940
0,055	20/05/2022	09:56:27:440
0,055	20/05/2022	09:56:27:940
0,055	20/05/2022	09:56:28:440
0,058	20/05/2022	09:56:28:940
0,058	20/05/2022	09:56:29:440
0,058	20/05/2022	09:56:29:940
0,058	20/05/2022	09:56:30:440
0,058	20/05/2022	09:56:30:940
0,058	20/05/2022	09:56:31:440
0,058	20/05/2022	09:56:31:940
0,061	20/05/2022	09:56:32:440
0,061	20/05/2022	09:56:32:940
0,061	20/05/2022	09:56:33:440
0,067	20/05/2022	09:56:33:940
0,067	20/05/2022	09:56:34:440
0,067	20/05/2022	09:56:34:940
0,067	20/05/2022	09:56:35:440
0,067	20/05/2022	09:56:35:940
0,067	20/05/2022	09:56:36:440
0,067	20/05/2022	09:56:36:940
0,064	20/05/2022	09:56:37:440
0,064	20/05/2022	09:56:37:940
0,064	20/05/2022	09:56:38:440
0,064	20/05/2022	09:56:38:940
0,064	20/05/2022	09:56:39:440
0,064	20/05/2022	09:56:39:940
0,064	20/05/2022	09:56:40:440
0,064	20/05/2022	09:56:40:940
0,064	20/05/2022	09:56:41:440
0,064	20/05/2022	09:56:41:940
0,064	20/05/2022	09:56:42:440
0,064	20/05/2022	09:56:42:940
0,064	20/05/2022	09:56:43:440
0,064	20/05/2022	09:56:43:940
0,064	20/05/2022	09:56:44:440
0,064	20/05/2022	09:56:44:940
0,064	20/05/2022	09:56:45:440
0,064	20/05/2022	09:56:45:940
0,064	20/05/2022	09:56:46:440
0,064	20/05/2022	09:56:46:940
0,064	20/05/2022	09:56:47:440
0,064	20/05/2022	09:56:47:940
0,064	20/05/2022	09:56:48:440
0,064	20/05/2022	09:56:48:940
0,064	20/05/2022	09:56:49:440
0,064	20/05/2022	09:56:49:940
0,064	20/05/2022	09:56:50:440
0,064	20/05/2022	09:56:50:940
0,064	20/05/2022	09:56:51:440
0,064	20/05/2022	09:56:51:940
0,064	20/05/2022	09:56:52:440
0,064	20/05/2022	09:56:52:940
0,064	20/05/2022	09:56:53:440
0,064	20/05/2022	09:56:53:940
0,064	20/05/2022	09:56:54:440
0,064	20/05/2022	09:56:54:940
0,064	20/05/2022	09:56:55:440
0,064	20/05/2022	09:56:55:940
0,064	20/05/2022	09:56:56:440
0,064	20/05/2022	09:56:56:940
0,064	20/05/2022	09:56:57:440
0,064	20/05/2022	09:56:57:940
0,064	20/05/2022	09:56:58:440
0,064	20/05/2022	09:56:58:940
0,061	20/05/2022	09:56:59:440
0,061	20/05/2022	09:56:59:940
0,061	20/05/2022	09:57:00:440
0,061	20/05/2022	09:57:00:940
0,061	20/05/2022	09:57:01:440
0,061	20/05/2022	09:57:01:940
0,061	20/05/2022	09:57:02:440
0,061	20/05/2022	09:57:02:940
0,061	20/05/2022	09:57:03:440
0,061	20/05/2022	09:57:03:940
0,061	20/05/2022	09:57:04:440
0,061	20/05/2022	09:57:04:940
0,061	20/05/2022	09:57:05:440
0,061	20/05/2022	09:57:05:940
0,061	20/05/2022	09:57:06:440
0,061	20/05/2022	09:57:06:940
0,061	20/05/2022	09:57:07:440
0,061	20/05/2022	09:57:07:940
0,061	20/05/2022	09:57:08:440
0,061	20/05/2022	09:57:08:940
0,061	20/05/2022	09:57:09:440
0,061	20/05/2022	09:57:09:940
0,061	20/05/2022	09:57:10:440
0,061	20/05/2022	09:57:10:940
0,061	20/05/2022	09:57:11:440
0,058	20/05/2022	09:57:11:940
0,058	20/05/2022	09:57:12:440
0,058	20/05/2022	09:57:12:940
0,058	20/05/2022	09:57:13:440
0,058	20/05/2022	09:57:13:940
0,058	20/05/2022	09:57:14:440
0,058	20/05/2022	09:57:14:940
0,058	20/05/2022	09:57:15:440
0,058	20/05/2022	09:57:15:940
0,061	20/05/2022	09:57:16:440
0,061	20/05/2022	09:57:16:940
0,061	20/05/2022	09:57:17:440
0,061	20/05/2022	09:57:17:940
0,061	20/05/2022	09:57:18:440
0,061	20/05/2022	09:57:18:940
0,061	20/05/2022	09:57:19:440
0,061	20/05/2022	09:57:19:940
0,061	20/05/2022	09:57:20:440
0,061	20/05/2022	09:57:20:940
0,061	20/05/2022	09:57:21:440
0,061	20/05/2022	09:57:21:940
0,061	20/05/2022	09:57:22:440
0,061	20/05/2022	09:57:22:940
0,061	20/05/2022	09:57:23:440
0,061	20/05/2022	09:57:23:940
0,061	20/05/2022	09:57:24:440
0,061	20/05/2022	09:57:24:940
0,061	20/05/2022	09:57:25:440
0,061	20/05/2022	09:57:25:940
0,061	20/05/2022	09:57:26:440
0,067	20/05/2022	09:57:26:940
0,067	20/05/2022	09:57:27:440
0,067	20/05/2022	09:57:27:940
0,067	20/05/2022	09:57:28:440
0,067	20/05/2022	09:57:28:940
0,067	20/05/2022	09:57:29:440
0,067	20/05/2022	09:57:29:940
0,067	20/05/2022	09:57:30:440
0,067	20/05/2022	09:57:30:940
0,067	20/05/2022	09:57:31:440
0,067	20/05/2022	09:57:31:940
0,067	20/05/2022	09:57:32:440
0,067	20/05/2022	09:57:32:940
0,067	20/05/2022	09:57:33:440
0,067	20/05/2022	09:57:33:940
0,067	20/05/2022	09:57:34:440
0,067	20/05/2022	09:57:34:940
0,067	20/05/2022	09:57:35:440
0,067	20/05/2022	09:57:35:940
0,067	20/05/2022	09:57:36:440
0,064	20/05/2022	09:57:36:940
0,064	20/05/2022	09:57:37:440
0,064	20/05/2022	09:57:37:940
0,064	20/05/2022	09:57:38:440
0,064	20/05/2022	09:57:38:940
0,061	20/05/2022	09:57:39:440
0,061	20/05/2022	09:57:39:940
0,061	20/05/2022	09:57:40:440
0,058	20/05/2022	09:57:40:940
0,058	20/05/2022	09:57:41:440
0,058	20/05/2022	09:57:41:940
0,055	20/05/2022	09:57:42:440
0,055	20/05/2022	09:57:42:940
0,055	20/05/2022	09:57:43:440
0,052	20/05/2022	09:57:43:940
0,052	20/05/2022	09:57:44:440
0,052	20/05/2022	09:57:44:940
0,052	20/05/2022	09:57:45:440
0,052	20/05/2022	09:57:45:940
0,052	20/05/2022	09:57:46:440
0,052	20/05/2022	09:57:46:940
0,046	20/05/2022	09:57:47:440
0,046	20/05/2022	09:57:47:940
0,046	20/05/2022	09:57:48:440
0,046	20/05/2022	09:57:48:940
0,046	20/05/2022	09:57:49:440
0,046	20/05/2022	09:57:49:940
0,046	20/05/2022	09:57:50:440
0,046	20/05/2022	09:57:50:940
0,046	20/05/2022	09:57:51:440
0,046	20/05/2022	09:57:51:940
0,046	20/05/2022	09:57:52:440
0,040	20/05/2022	09:57:52:940
0,040	20/05/2022	09:57:53:440
0,040	20/05/2022	09:57:53:940
0,040	20/05/2022	09:57:54:440
0,040	20/05/2022	09:57:54:940
0,040	20/05/2022	09:57:55:440
0,040	20/05/2022	09:57:55:940
0,040	20/05/2022	09:57:56:440
0,040	20/05/2022	09:57:56:940
0,040	20/05/2022	09:57:57:440
0,040	20/05/2022	09:57:57:940
0,040	20/05/2022	09:57:58:440
0,040	20/05/2022	09:57:58:940
0,040	20/05/2022	09:57:59:440
0,040	20/05/2022	09:57:59:940
0,040	20/05/2022	09:58:00:440
0,040	20/05/2022	09:58:00:940
0,043	20/05/2022	09:58:01:440
0,043	20/05/2022	09:58:01:940
0,043	20/05/2022	09:58:02:440
0,043	20/05/2022	09:58:02:940
0,049	20/05/2022	09:58:03:440
0,049	20/05/2022	09:58:03:940
0,052	20/05/2022	09:58:04:440
0,052	20/05/2022	09:58:04:940
0,052	20/05/2022	09:58:05:440
0,055	20/05/2022	09:58:05:940
0,055	20/05/2022	09:58:06:440
0,055	20/05/2022	09:58:06:940
0,055	20/05/2022	09:58:07:440
0,055	20/05/2022	09:58:07:940
0,061	20/05/2022	09:58:08:440
0,061	20/05/2022	09:58:08:940
0,061	20/05/2022	09:58:09:440
0,061	20/05/2022	09:58:09:940
0,061	20/05/2022	09:58:10:440
0,061	20/05/2022	09:58:10:940
0,061	20/05/2022	09:58:11:440
0,061	20/05/2022	09:58:11:940
0,061	20/05/2022	09:58:12:440
0,061	20/05/2022	09:58:12:940
